timestamp	packets/s	real-label
920924670 43.68		0
920924730 47.98		0
920924790 43.65		0
920924850 52.68		0
920924910 46.55		0
920924970 57.40		0
920925030 55.68		0
920925090 58.47		0
920925150 38.77		0
920925210 25.82		0
920925270 43.78		0
920925330 71.17		0
920925390 56.15		0
920925450 53.40		0
920925510 53.03		0
920925570 41.60		0
920925630 47.17		0
920925690 42.93		0
920925750 48.78		0
920925810 33.00		0
920925870 38.00		0
920925930 66.92		0
920925990 46.22		0
920926050 26.85		0
920926110 77.90		0
920926170 34.37		0
920926230 40.07		0
920926290 44.67		0
920926350 67.80		0
920926410 42.07		0
920926470 49.58		0
920926530 53.98		0
920926590 77.30		1
920926650 29.63		0
920926710 38.80		0
920926770 33.17		0
920926830 29.75		0
920926890 43.07		0
920926950 50.95		0
920927010 46.92		0
920927070 35.53		0
920927130 47.85		0
920927190 30.85		0
920927250 65.60		0
920927310 73.13		0
920927370 51.45		0
920927430 56.88		0
920927490 31.55		0
920927550 44.07		0
920927610 48.28		0
920927670 38.98		0
920927730 47.32		0
920927790 66.65		0
920927850 39.05		0
920927910 35.88		0
920927970 41.02		0
920928030 53.05		0
920928090 39.25		0
920928150 44.12		0
920928210 42.85		0
920928270 47.80		0
920928330 34.33		0
920928390 34.32		0
920928450 40.63		0
920928510 32.45		0
920928570 26.00		0
920928630 26.25		0
920928690 18.05		0
920928750 32.30		0
920928810 43.48		0
920928870 39.48		0
920928930 32.87		0
920928990 38.75		0
920929050 57.13		0
920929110 28.90		0
920929170 42.07		0
920929230 51.05		0
920929290 74.32		0
920929350 39.88		0
920929410 48.62		0
920929470 52.83		0
920929530 43.43		0
920929590 33.85		0
920929650 39.38		0
920929710 45.67		0
920929770 34.18		0
920929830 28.58		0
920929890 28.95		0
920929950 38.13		0
920930010 36.93		0
920930070 45.23		0
920930130 23.47		0
920930190 41.53		0
920930250 45.93		0
920930310 22.48		0
920930370 28.00		0
920930430 29.22		0
920930490 35.85		0
920930550 37.17		0
920930610 32.93		0
920930670 36.45		0
920930730 47.35		0
920930790 22.37		0
920930850 36.50		0
920930910 38.77		0
920930970 60.25		0
920931030 54.50		0
920931090 47.95		0
920931150 81.25		0
920931210 38.58		0
920931270 39.50		0
920931330 45.02		0
920931390 27.03		0
920931450 24.28		0
920931510 42.72		0
920931570 19.20		0
920931630 17.65		0
920931690 17.65		0
920931750 33.52		0
920931810 36.90		0
920931870 26.45		0
920931930 29.22		0
920931990 32.25		1
920932050 30.65		0
920932110 24.12		0
920932170 39.00		0
920932230 17.72		0
920932290 28.25		0
920932350 39.50		0
920932410 45.30		0
920932470 53.02		0
920932530 27.00		0
920932590 19.97		0
920932650 27.60		0
920932710 9.88		0
920932770 20.53		0
920932830 10.58		0
920932890 6.20		0
920932950 13.53		0
920933010 19.35		0
920933070 20.02		0
920933130 12.50		0
920933190 11.93		0
920933250 11.37		0
920933310 17.03		0
920933370 14.33		0
920933430 6.98		0
920933490 13.72		0
920933550 12.67		0
920933610 20.18		0
920933670 24.20		0
920933730 19.87		0
920933790 41.83		0
920933850 13.58		0
920933910 3.35		0
920933970 7.38		0
920934030 7.73		0
920934090 5.92		0
920934150 2.58		0
920934210 2.23		0
920934270 7.72		0
920934330 2.82		0
920934390 4.28		0
920934450 12.72		0
920934510 13.05		0
920934570 4.77		0
920934630 7.22		0
920934690 4.12		0
920934750 8.77		0
920934810 5.42		0
920934870 40.28		0
920934930 12.78		0
920934990 4.07		0
920935050 7.52		0
920935110 6.10		0
920935170 8.95		0
920935230 1.67		0
920935290 3.57		0
920935350 1.50		0
920935410 10.12		0
920935470 1.12		0
920935530 5.90		0
920935590 6.57		0
920935650 6.92		0
920935710 11.63		0
920935770 2.52		0
920935830 6.35		0
920935890 8.07		0
920935950 2.43		0
920936010 6.65		0
920936070 8.42		0
920936130 13.08		0
920936190 1.75		0
920936250 2.98		0
920936310 0.58		0
920936370 3.40		0
920936430 5.45		0
920936490 2.73		0
920936550 8.13		0
920936610 7.12		0
920936670 11.68		0
920936730 14.27		0
920936790 11.27		0
920936850 11.62		0
920936910 9.03		0
920936970 15.03		0
920937030 13.17		0
920937090 16.28		0
920937150 9.15		0
920937210 11.60		0
920937270 2.25		0
920937330 7.68		0
920937390 2.83		0
920937450 3.92		0
920937510 6.83		0
920937570 5.02		0
920937630 1.83		0
920937690 1.22		0
920937750 13.43		0
920937810 6.37		0
920937870 6.25		0
920937930 5.03		0
920937990 1.40		0
920938050 0.92		0
920938110 1.47		1
920938170 11.85		0
920938230 2.45		0
920938290 4.33		0
920938350 2.22		0
920938410 1.75		0
920938470 5.98		0
920938530 0.55		0
920938590 2.75		0
920938650 1.28		0
920938710 3.65		0
920938770 7.90		0
920938830 0.88		0
920938890 7.15		0
920938950 1.78		0
920939010 2.70		0
920939070 0.57		0
920939130 20.13		0
920939190 17.13		0
920939250 0.62		0
920939310 4.92		0
920939370 4.82		0
920939430 4.92		0
920939490 8.37		0
920939550 4.42		0
920939610 0.63		0
920939670 5.95		0
920939730 4.65		0
920939790 1.00		0
920939850 0.82		0
920939910 1.88		0
920939970 1.13		0
920940030 0.57		0
920940090 0.53		0
920940150 1.70		0
920940210 0.67		0
920940270 0.57		0
920940330 1.40		0
920940390 4.90		0
920940450 0.57		0
920940510 3.23		0
920940570 1.07		0
920940630 0.88		0
920940690 0.85		0
920940750 0.53		0
920940810 1.40		0
920940870 3.17		0
920940930 0.63		0
920940990 2.77		0
920941050 3.70		0
920941110 2.18		0
920941170 1.07		0
920941230 0.38		0
920941290 7.78		0
920941350 10.93		0
920941410 13.05		0
920941470 13.68		0
920941530 17.95		0
920941590 3.92		0
920941650 0.58		0
920941710 0.53		0
920941770 4.33		0
920941830 0.53		0
920941890 0.53		0
920941950 0.77		0
920942010 0.57		0
920942070 0.68		0
920942130 0.57		0
920942190 0.40		0
920942250 0.57		0
920942310 0.45		0
920942370 0.82		0
920942430 0.58		0
920942490 0.97		0
920942550 0.42		0
920942610 3.90		0
920942670 0.50		0
920942730 0.58		0
920942790 0.55		0
920942850 0.50		0
920942910 0.85		0
920942970 0.98		0
920943030 0.58		0
920943090 0.52		0
920943150 0.60		0
920943210 0.83		0
920943270 5.15		0
920943330 1.13		0
920943390 0.42		0
920943450 0.63		0
920943510 0.48		0
920943570 0.52		0
920943630 0.55		0
920943690 0.63		0
920943750 0.40		0
920943810 0.65		0
920943870 0.42		0
920943930 0.95		0
920943990 1.18		0
920944050 0.58		0
920944110 0.43		0
920944170 6.42		0
920944230 0.80		0
920944290 0.67		0
920944350 0.45		0
920944410 0.47		0
920944470 3.00		0
920944530 0.57		0
920944590 0.42		0
920944650 1.90		0
920944710 5.33		0
920944770 0.58		0
920944830 0.53		0
920944890 0.57		0
920944950 0.43		0
920945010 0.60		0
920945070 0.48		0
920945130 0.87		0
920945190 0.82		0
920945250 0.68		0
920945310 0.42		0
920945370 0.52		0
920945430 0.48		0
920945490 0.50		0
920945550 0.82		0
920945610 0.53		0
920945670 0.42		0
920945730 0.43		0
920945790 0.58		0
920945850 0.72		0
920945910 0.58		0
920945970 0.57		0
920946030 0.48		0
920946090 0.57		0
920946150 0.45		0
920946210 0.58		0
920946270 0.45		0
920946330 0.53		0
920946390 0.45		0
920946450 0.58		0
920946510 0.45		0
920946570 0.63		0
920946630 0.42		0
920946690 0.40		0
920946750 0.47		0
920946810 0.53		0
920946870 5.10		0
920946930 1.10		0
920946990 0.53		0
920947050 0.85		0
920947110 0.53		0
920947170 0.55		0
920947230 0.42		0
920947290 0.57		0
920947350 0.55		0
920947410 0.50		0
920947470 0.43		0
920947530 0.53		0
920947590 0.45		0
920947650 0.62		0
920947710 0.50		0
920947770 0.52		0
920947830 0.45		0
920947890 0.65		0
920947950 0.38		0
920948010 0.57		0
920948070 0.47		0
920948130 0.63		0
920948190 0.50		0
920948250 0.60		0
920948310 0.45		0
920948370 0.53		0
920948430 0.57		0
920948490 0.50		0
920948550 0.72		0
920948610 0.52		0
920948670 0.48		0
920948730 0.63		0
920948790 0.48		0
920948850 0.60		0
920948910 0.42		0
920948970 0.58		0
920949030 0.42		0
920949090 0.53		0
920949150 0.53		0
920949210 0.57		0
920949270 0.38		0
920949330 0.53		0
920949390 0.47		0
920949450 0.62		0
920949510 0.63		0
920949570 0.47		0
920949630 0.45		0
920949690 0.55		0
920949750 0.48		0
920949810 0.50		0
920949870 0.55		0
920949930 0.48		0
920949990 0.52		0
920950050 0.87		0
920950110 0.43		0
920950170 0.50		0
920950230 0.45		0
920950290 0.57		0
920950350 0.53		0
920950410 0.60		0
920950470 5.05		0
920950530 1.12		0
920950590 0.43		0
920950650 0.53		0
920950710 0.48		0
920950770 0.58		0
920950830 0.45		0
920950890 0.50		0
920950950 0.45		0
920951010 0.53		0
920951070 0.55		0
920951130 0.50		0
920951190 0.42		0
920951250 0.55		0
920951310 0.52		0
920951370 0.50		0
920951430 0.55		0
920951490 0.43		0
920951550 0.80		0
920951610 0.53		0
920951670 0.48		0
920951730 0.50		0
920951790 0.48		0
920951850 0.67		0
920951910 0.45		0
920951970 0.75		0
920952030 0.78		0
920952090 0.57		0
920952150 0.47		0
920952210 0.53		0
920952270 0.48		0
920952330 0.57		0
920952390 0.50		0
920952450 0.47		0
920952510 0.48		0
920952570 0.55		0
920952630 0.55		0
920952690 0.57		0
920952750 0.45		0
920952810 0.47		0
920952870 0.48		0
920952930 0.57		0
920952990 0.47		0
920953050 0.92		0
920953110 0.42		0
920953170 0.65		0
920953230 0.77		0
920953290 0.57		0
920953350 0.52		0
920953410 0.53		0
920953470 0.42		0
920953530 0.52		0
920953590 0.42		0
920953650 0.67		0
920953710 0.45		0
920953770 0.57		0
920953830 0.42		0
920953890 0.52		0
920953950 0.50		0
920954010 0.55		0
920954070 5.08		0
920954130 1.07		0
920954190 0.53		0
920954250 0.55		0
920954310 0.42		0
920954370 0.55		0
920954430 0.45		0
920954490 0.60		0
920954550 0.72		0
920954610 0.50		0
920954670 0.38		0
920954730 0.57		0
920954790 0.50		0
920954850 0.75		0
920954910 0.50		0
920954970 0.60		0
920955030 0.48		0
920955090 0.57		0
920955150 0.43		0
920955210 0.60		0
920955270 0.50		0
920955330 0.47		0
920955390 0.38		0
920955450 0.58		0
920955510 0.53		0
920955570 0.65		0
920955630 1.45		0
920955690 0.42		0
920955750 0.53		0
920955810 0.55		0
920955870 0.43		0
920955930 0.65		0
920955990 0.50		0
920956050 0.87		0
920956110 0.45		0
920956170 0.60		0
920956230 0.43		0
920956290 0.58		0
920956350 0.52		0
920956410 0.50		0
920956470 0.43		0
920956530 0.52		0
920956590 0.53		0
920956650 0.53		0
920956710 0.50		0
920956770 0.50		0
920956830 0.57		0
920956890 0.52		0
920956950 0.43		0
920957010 0.52		0
920957070 0.58		0
920957130 0.60		0
920957190 0.47		0
920957250 0.52		0
920957310 0.40		0
920957370 0.58		0
920957430 0.50		0
920957490 0.48		0
920957550 0.75		0
920957610 0.60		0
920957670 5.00		0
920957730 1.12		0
920957790 0.52		0
920957850 0.65		0
920957910 0.43		0
920957970 0.43		0
920958030 0.48		0
920958090 0.53		0
920958150 0.57		0
920958210 0.48		0
920958270 0.43		0
920958330 0.48		0
920958390 0.53		0
920958450 0.57		0
920958510 0.50		0
920958570 0.55		0
920958630 0.57		0
920958690 0.48		0
920958750 0.47		0
920958810 0.48		0
920958870 0.43		0
920958930 0.65		0
920958990 0.43		0
920959050 0.48		0
920959110 0.78		0
920959170 0.53		0
920959230 0.42		0
920959290 0.58		0
920959350 0.55		0
920959410 0.58		0
920959470 0.62		0
920959530 0.75		0
920959590 0.43		0
920959650 0.53		0
920959710 0.57		0
920959770 0.50		0
920959830 0.48		0
920959890 0.45		0
920959950 0.55		0
920960010 0.48		0
920960070 0.50		0
920960130 0.47		0
920960190 0.43		0
920960250 1.30		0
920960310 0.48		0
920960370 0.52		0
920960430 0.60		0
920960490 0.58		0
920960550 0.47		0
920960610 0.48		0
920960670 0.48		0
920960730 0.55		0
920960790 0.55		0
920960850 0.43		0
920960910 0.48		0
920960970 0.47		0
920961030 0.53		0
920961090 0.47		0
920961150 0.55		0
920961210 0.50		0
920961270 5.15		0
920961330 0.97		0
920961390 0.50		0
920961450 0.47		0
920961510 0.57		0
920961570 0.58		0
920961630 0.52		0
920961690 0.47		0
920961750 0.52		0
920961810 0.50		0
920961870 0.47		0
920961930 0.57		0
920961990 0.45		0
920962050 0.55		0
920962110 0.50		0
920962170 0.47		0
920962230 0.50		0
920962290 0.58		0
920962350 0.52		0
920962410 0.43		0
920962470 0.47		0
920962530 0.53		0
920962590 0.53		0
920962650 0.60		0
920962710 0.55		0
920962770 0.50		0
920962830 0.50		0
920962890 0.47		0
920962950 0.48		0
920963010 0.53		0
920963070 0.45		0
920963130 0.63		0
920963190 0.45		0
920963250 0.52		0
920963310 0.42		0
920963370 0.62		0
920963430 0.50		0
920963490 0.50		0
920963550 0.50		0
920963610 0.47		0
920963670 0.52		0
920963730 0.53		0
920963790 0.45		0
920963850 0.58		0
920963910 0.63		0
920963970 0.47		0
920964030 0.62		0
920964090 0.53		0
920964150 0.52		0
920964210 0.53		0
920964270 0.53		0
920964330 0.40		0
920964390 0.45		0
920964450 0.62		0
920964510 0.45		0
920964570 0.60		0
920964630 0.45		0
920964690 0.53		0
920964750 0.43		0
920964810 0.52		0
920964870 5.03		0
920964930 1.17		0
920964990 0.43		0
920965050 0.47		0
920965110 0.47		0
920965170 0.52		0
920965230 0.55		0
920965290 0.55		0
920965350 0.45		0
920965410 0.47		0
920965470 0.52		0
920965530 0.47		0
920965590 0.50		0
920965650 0.58		0
920965710 0.47		0
920965770 0.53		0
920965830 0.55		0
920965890 0.47		0
920965950 0.43		0
920966010 0.63		0
920966070 0.50		0
920966130 0.53		0
920966190 0.50		0
920966250 0.55		0
920966310 0.52		0
920966370 0.50		0
920966430 0.55		0
920966490 0.45		0
920966550 0.55		0
920966610 0.48		0
920966670 0.47		0
920966730 0.53		0
920966790 0.60		0
920966850 0.48		0
920966910 0.37		0
920966970 0.47		0
920967030 0.57		0
920967090 0.50		0
920967150 0.55		0
920967210 0.42		0
920967270 0.53		0
920967330 0.53		0
920967390 0.50		0
920967450 0.58		0
920967510 0.50		0
920967570 0.58		0
920967630 0.50		0
920967690 0.45		0
920967750 0.50		0
920967810 0.50		0
920967870 0.53		0
920967930 0.52		0
920967990 0.47		0
920968050 0.48		0
920968110 0.53		0
920968170 0.48		0
920968230 0.93		0
920968290 0.52		0
920968350 0.60		0
920968410 0.52		0
920968470 5.13		0
920968530 1.02		0
920968590 0.47		0
920968650 0.55		0
920968710 0.53		0
920968770 0.50		0
920968830 0.40		0
920968890 0.55		0
920968950 0.48		0
920969010 0.48		0
920969070 0.53		0
920969130 0.55		0
920969190 0.43		0
920969250 0.50		0
920969310 0.52		0
920969370 0.47		0
920969430 0.68		0
920969490 0.55		0
920969550 0.42		0
920969610 0.48		0
920969670 0.55		0
920969730 0.45		0
920969790 0.40		0
920969850 0.57		0
920969910 0.47		0
920969970 0.58		0
920970030 0.48		0
920970090 0.48		0
920970150 0.45		0
920970210 0.63		0
920970270 0.47		0
920970330 0.55		0
920970390 0.48		0
920970450 0.52		0
920970510 0.47		0
920970570 0.62		0
920970630 0.57		0
920970690 0.52		0
920970750 0.48		0
920970810 0.45		0
920970870 0.48		0
920970930 0.55		0
920970990 0.53		0
920971050 0.53		0
920971110 0.47		0
920971170 0.45		0
920971230 0.63		0
920971290 0.55		0
920971350 0.47		0
920971410 0.52		0
920971470 0.50		0
920971530 0.48		0
920971590 0.47		0
920971650 0.58		0
920971710 0.40		0
920971770 0.62		0
920971830 0.47		0
920971890 0.48		0
920971950 0.50		0
920972010 0.52		0
920972070 5.13		0
920972130 1.08		0
920972190 0.48		0
920972250 0.48		0
920972310 0.55		0
920972370 0.50		0
920972430 0.58		0
920972490 0.45		0
920972550 0.53		0
920972610 0.45		0
920972670 0.47		0
920972730 0.47		0
920972790 0.57		0
920972850 0.70		0
920972910 0.48		0
920972970 0.52		0
920973030 0.50		0
920973090 0.53		0
920973150 0.50		0
920973210 0.52		0
920973270 0.48		0
920973330 0.57		0
920973390 10.57		0
920973450 0.47		0
920973510 5.75		0
920973570 10.63		0
920973630 5.45		0
920973690 0.45		0
920973750 0.57		0
920973810 12.90		0
920973870 6.15		0
920973930 5.32		0
920973990 4.68		0
920974050 1.15		0
920974110 9.93		0
920974170 0.53		0
920974230 0.47		0
920974290 3.28		0
920974350 0.50		0
920974410 0.52		0
920974470 0.97		0
920974530 3.55		0
920974590 4.88		0
920974650 5.70		0
920974710 2.85		0
920974770 5.73		0
920974830 0.58		0
920974890 1.77		0
920974950 0.72		0
920975010 0.52		0
920975070 1.12		0
920975130 2.42		0
920975190 3.72		0
920975250 5.75		0
920975310 0.63		0
920975370 1.97		0
920975430 0.53		0
920975490 0.53		0
920975550 0.65		0
920975610 6.88		0
920975670 8.18		0
920975730 1.05		0
920975790 3.07		0
920975850 1.90		0
920975910 0.47		0
920975970 4.07		0
920976030 2.93		0
920976090 3.15		0
920976150 2.62		0
920976210 2.78		0
920976270 0.53		0
920976330 2.95		0
920976390 4.22		0
920976450 4.87		0
920976510 6.35		0
920976570 3.62		0
920976630 11.07		0
920976690 0.48		0
920976750 7.37		0
920976810 0.47		0
920976870 5.55		0
920976930 0.58		0
920976990 5.40		0
920977050 9.48		0
920977110 13.48		0
920977170 0.47		0
920984432 2.52		0
920984492 17.10		0
920984552 36.63		0
920984612 61.07		0
920984672 65.62		0
920984732 54.80		0
920984792 54.87		0
920984852 38.62		0
920984912 30.93		0
920984972 4.95		0
920985032 25.67		0
920985092 5.67		0
920985152 5.68		0
920985212 5.43		0
920985272 3.73		0
920985332 9.37		0
920985392 4.22		0
920985452 16.83		0
920985512 20.68		0
920985572 14.05		0
920985632 5.67		0
920985692 17.20		0
920985752 3.95		0
920985812 1.40		0
920985872 1.40		0
920985932 6.08		0
920985992 9.98		0
920986052 4.15		0
920986112 1.05		0
920986172 2.57		0
920986232 4.78		0
920986292 17.83		0
920986352 19.25		0
920986412 11.22		0
920986472 25.65		0
920986532 14.25		0
920986592 18.08		0
920986652 16.80		0
920986712 25.18		0
920986772 23.33		0
920986832 15.23		0
920986892 44.35		0
920986952 28.62		0
920987012 27.32		1
920987072 32.75		0
920987132 31.77		0
920987192 27.57		0
920987252 29.55		0
920987312 39.23		0
920987372 29.40		0
920987432 18.50		0
920987492 28.15		0
920987552 37.95		0
920987612 20.07		0
920987672 22.03		0
920987732 20.25		0
920987792 21.58		0
920987852 28.08		0
920987912 27.32		0
920987972 22.08		0
920988032 24.85		0
920988092 21.75		0
920988152 27.43		0
920988212 34.88		0
920988272 43.35		0
920988332 18.85		0
920988392 29.45		0
920988452 39.63		0
920988512 51.98		0
920988572 30.73		0
920988632 40.38		0
920988692 25.00		0
920988752 30.20		0
920988812 35.22		0
920988872 21.08		0
920988932 12.37		0
920988992 22.50		0
