timestamp	packets/s	real-label	predict_p/s	predict-label
920904750	72.07	0	56.96	1
920904810	69.3	0	59.41	1
920904870	59.1	0	59.73	0
920904930	100.72	0	67.56	1
920904990	82.0	0	71.0	1
920905050	56.2	0	69.45	0
920905110	36.07	0	64.16	0
920905170	46.62	0	61.11	0
920905230	40.87	0	57.24	0
920905290	58.72	0	56.7	0
920905350	52.08	0	54.87	0
920905410	66.75	0	56.06	1
920905470	42.45	0	52.89	0
920905530	41.93	0	49.92	0
920905590	49.77	0	49.45	0
920905650	57.2	0	50.91	1
920905710	141.6	0	67.7	1
920905770	39.55	0	64.02	0
920905830	41.45	0	60.82	0
920905890	33.53	0	56.16	0
920905950	67.68	0	58.17	1
920906010	66.13	0	59.61	1
920906070	85.92	0	64.66	1
920906130	72.73	0	66.53	0
920906190	56.92	0	64.96	0
920906250	77.55	0	67.01	1
920906310	63.18	0	66.08	0
920906370	45.7	0	63.39	0
920906430	58.5	0	62.92	0
920906490	48.97	0	60.41	0
920906550	34.65	0	55.01	0
920906610	23.13	0	48.12	0
920906670	50.07	0	46.91	0
920906730	27.42	0	42.24	0
920906790	43.0	0	41.22	0
920906850	56.15	0	42.84	1
920906910	92.72	0	51.5	1
920906970	45.35	0	51.02	0
920907030	37.97	0	49.19	0
920907090	46.85	0	49.36	0
920907150	33.77	0	47.18	0
920907210	41.3	0	46.4	0
920907270	38.03	0	44.68	0
920907330	36.07	0	42.83	0
920907390	27.97	0	39.35	0
920907450	29.42	0	36.4	0
920907510	83.83	0	43.84	1
920907570	49.75	0	45.23	0
920907630	58.08	0	48.07	1
920907690	49.55	0	48.98	0
920907750	64.82	0	52.63	1
920907810	53.48	0	53.65	0
920907870	63.8	0	56.32	1
920907930	40.13	0	54.22	0
920907990	48.87	0	53.64	0
920908050	33.05	0	49.79	0
920908110	37.48	0	46.69	0
920908170	45.12	0	45.82	0
920908230	38.08	0	43.76	0
920908290	48.77	0	44.0	1
920908350	60.72	0	46.43	1
920908410	57.4	0	48.33	1
920908470	36.78	0	46.41	0
920908530	31.93	0	44.1	0
920908590	43.12	0	43.97	0
920908650	44.92	0	44.28	0
920908710	22.48	0	40.29	0
920908770	25.6	0	37.13	0
920908830	46.48	0	38.13	1
920908890	51.18	0	39.84	1
920908950	58.78	0	42.88	1
920909010	41.62	0	42.83	0
920909070	31.73	0	41.27	0
920909130	25.48	0	38.67	0
920909190	50.38	0	40.72	1
920909250	75.32	0	47.16	1
920909310	61.83	0	50.61	1
920909370	49.2	0	51.03	0
920909430	44.5	0	50.18	0
920909490	50.22	0	50.4	0
920909550	58.75	0	52.19	1
920909610	38.47	0	50.29	0
920909670	55.55	0	51.56	0
920909730	66.47	0	54.38	1
920909790	60.15	0	55.3	0
920909850	103.23	0	63.88	1
920909910	102.43	0	71.81	1
920909970	59.17	0	71.13	0
920910030	73.73	0	72.92	0
920910090	45.43	0	69.03	0
920910150	57.57	0	67.43	0
920910210	49.73	0	64.44	0
920910270	73.22	0	65.5	1
920910330	44.13	0	60.96	0
920910390	51.73	0	58.21	0
920910450	40.78	0	53.62	0
920910510	73.88	0	56.18	1
920910570	57.17	0	56.22	0
920910630	67.77	0	58.23	1
920910690	51.73	0	57.42	0
920910750	80.02	0	61.65	1
920910810	48.43	0	59.73	0
920910870	67.93	0	61.37	1
920910930	52.33	0	60.27	0
920910990	49.73	0	58.56	0
920911050	61.15	0	58.95	0
920911110	69.78	0	60.55	1
920911170	68.43	0	61.97	1
920911230	55.47	0	60.83	0
920911290	41.65	0	57.4	0
920911350	73.62	0	59.97	1
920911410	51.1	0	58.56	0
920911470	54.73	0	57.76	0
920911530	79.8	0	61.76	1
920911590	61.52	0	61.94	0
920911650	71.22	0	63.67	1
920911710	70.63	0	65.1	0
920911770	49.85	0	62.75	0
920911830	55.85	0	61.82	0
920911890	53.45	0	60.45	0
920911950	63.97	0	60.77	0
920912010	68.38	0	62.07	1
920912070	59.55	0	61.46	0
920912130	50.83	0	59.17	0
920912190	46.18	0	56.56	0
920912250	33.7	0	51.96	0
920912310	55.22	0	51.96	0
920912370	52.23	0	51.69	0
920912430	52.13	0	51.36	0
920912490	46.8	0	50.13	0
920912550	54.53	0	50.43	0
920912610	63.53	0	52.53	1
920912670	49.28	0	52.14	0
920912730	45.5	0	51.24	0
920912790	51.23	0	51.48	0
920912850	61.2	0	53.44	1
920912910	61.07	1	54.88	1
920912970	80.77	0	59.79	1
920913030	50.5	0	58.68	0
920913090	37.23	0	55.19	0
920913150	53.02	0	54.74	0
920913210	55.33	0	54.74	0
920913270	69.23	0	57.41	1
920913330	42.93	0	54.94	0
920913390	59.07	0	55.46	0
920913450	61.73	0	56.31	0
920913510	87.05	0	61.76	1
920913570	56.9	0	61.25	0
920913630	66.18	0	62.87	0
920913690	49.0	0	61.07	0
920913750	47.43	0	58.78	0
920913810	56.35	0	58.21	0
920913870	45.7	0	55.68	0
920913930	56.17	0	55.49	0
920913990	54.65	0	54.78	0
920914050	48.0	0	52.94	0
920914110	55.97	0	52.8	0
920914170	55.08	0	53.06	0
920914230	81.08	0	58.09	1
920914290	77.83	0	62.25	1
920914350	67.2	0	63.95	0
920914410	86.33	0	68.77	1
920914470	59.45	0	68.17	0
920914530	44.38	0	64.57	0
920914590	60.95	0	64.19	0
920914650	51.62	0	62.01	0
920914710	31.9	0	56.18	0
920914770	37.07	0	51.72	0
920914830	62.72	0	52.25	1
920914890	59.42	0	52.52	1
920914950	55.68	0	52.45	0
920915010	52.67	0	52.03	0
920915070	63.47	0	54.19	1
920915130	60.2	0	55.68	0
920915190	51.68	0	55.34	0
920915250	46.78	0	54.27	0
920915310	70.48	0	57.61	1
920915370	38.0	0	54.33	0
920915430	41.62	0	51.7	0
920915490	49.08	0	50.8	0
920915550	90.2	0	57.57	1
920915610	26.98	0	52.22	0
920915670	40.95	0	49.87	0
920915730	42.9	0	48.29	0
920915790	49.22	0	48.17	0
920915850	48.52	0	47.97	0
920915910	57.48	0	49.37	1
920915970	34.17	0	46.77	0
920916030	44.87	0	46.18	0
920916090	32.87	0	43.35	0
920916150	29.1	0	40.13	0
920916210	39.5	0	39.91	0
920916270	46.93	0	40.81	1
920916330	55.8	0	43.22	1
920916390	46.2	0	43.65	0
920916450	40.6	0	43.11	0
920916510	44.12	0	43.36	0
920916570	61.17	0	46.95	1
920916630	46.58	0	47.4	0
920916690	60.65	0	50.37	1
920916750	34.82	0	48.15	0
920916810	35.42	0	45.93	0
920916870	29.75	0	42.75	0
920916930	56.23	0	44.7	1
920916990	46.53	0	44.88	0
920917050	22.57	0	40.69	0
920917110	28.27	0	37.87	0
920917170	40.08	0	37.48	0
920917230	63.53	0	41.75	1
920917290	32.95	0	40.14	0
920917350	38.97	0	40.13	0
920917410	42.62	0	40.71	0
920917470	49.05	0	42.33	1
920917530	52.73	0	44.27	1
920917590	47.12	0	45.25	0
920917650	40.53	0	45.02	0
920917710	72.77	0	50.32	1
920917770	57.72	0	52.08	1
920917830	63.6	0	54.59	1
920917890	28.88	0	50.79	0
920917950	53.4	0	51.52	0
920918010	56.28	0	52.51	0
920918070	42.07	0	50.66	0
920918130	76.45	0	55.2	1
920918190	93.78	0	62.45	1
920918250	64.83	0	63.59	0
920918310	74.62	0	66.07	1
920918370	65.43	0	66.85	0
920918430	60.42	0	66.57	0
920918490	35.55	0	61.83	0
920918550	62.63	0	61.9	0
920918610	31.47	0	56.13	0
920918670	53.55	0	54.82	0
920918730	95.08	0	60.86	1
920918790	38.38	0	56.25	0
920918850	18.95	0	49.11	0
920918910	52.95	0	49.0	0
920918970	39.27	0	46.78	0
920919030	34.3	0	44.14	0
920919090	64.83	0	47.53	1
920919150	67.35	0	50.84	1
920919210	41.1	0	49.29	0
920919270	32.1	0	45.93	0
920919330	39.98	0	44.39	0
920919390	36.28	0	43.19	0
920919450	34.95	0	41.77	0
920919510	43.48	0	41.62	0
920919570	30.6	0	39.3	0
920919630	65.45	0	43.48	1
920919690	27.15	0	40.12	0
920919750	29.7	0	37.91	0
920919810	28.23	0	36.12	0
920919870	38.12	0	36.36	0
920919930	41.95	0	37.19	1
920919990	26.33	0	35.14	0
920920050	41.48	0	36.03	1
920920110	43.03	0	37.08	1
920920170	42.6	0	38.06	1
920920230	53.62	0	40.83	1
920920290	46.63	0	42.54	0
920920350	31.48	0	41.14	0
920920410	21.17	0	37.84	0
920920470	40.47	0	38.17	0
920920530	58.9	0	41.81	1
920920590	27.4	0	39.42	0
920920650	42.82	0	39.81	0
920920710	58.75	0	43.07	1
920920770	43.27	0	43.23	0
920920830	58.0	0	46.06	1
920920890	79.95	0	52.79	1
920920950	33.5	0	50.48	0
920921010	12.48	0	44.31	0
920921070	33.67	0	42.15	0
920921130	24.77	0	38.49	0
920921190	24.23	0	35.36	0
920921250	25.28	0	32.48	0
920921310	25.07	0	29.87	0
920921370	36.63	0	29.98	1
920921430	32.0	0	29.37	0
920921490	81.53	0	38.24	1
920921550	45.48	0	40.52	1
920921610	33.48	0	40.41	0
920921670	34.15	0	40.03	0
920921730	35.83	0	39.96	0
920921790	55.4	0	43.23	1
920921850	55.77	0	46.01	1
920921910	27.62	0	43.12	0
920921970	52.37	0	44.68	1
920922030	50.08	0	45.54	0
920922090	31.95	0	42.77	0
920922150	30.6	0	40.66	0
920922210	37.95	0	40.15	0
920922270	11.7	0	34.8	0
920922330	37.0	0	34.45	0
920922390	31.3	0	33.04	0
920922450	59.77	0	37.24	1
920922510	56.9	0	40.86	1
920922570	57.37	0	44.02	1
920922630	58.73	0	47.34	1
920922690	60.48	0	50.82	1
920922750	33.95	0	48.96	0
920922810	25.57	0	45.52	0
920922870	27.5	0	42.65	0
920922930	32.35	0	40.38	0
920922990	49.03	0	41.22	1
920923050	34.08	0	39.02	0
920923110	37.43	0	37.9	0
920923170	45.2	0	38.55	1
920923230	52.23	0	40.69	1
920923290	44.82	0	41.61	0
920923350	57.7	0	45.15	1
920923410	81.42	0	52.58	1
920923470	39.48	0	51.36	0
920923530	46.97	0	51.28	0
920923590	46.05	0	50.78	0
920923650	50.35	0	51.11	0
920923710	57.22	0	52.39	0
920923770	48.25	0	51.68	0
920923830	46.98	0	50.69	0
920923890	58.5	0	51.88	1
920923950	50.28	0	51.34	0
920924010	84.13	0	57.08	1
920924070	25.52	0	52.11	0
920924130	35.75	0	49.26	0
920924190	40.23	0	47.43	0
920924250	39.47	0	45.57	0
920924310	41.82	0	44.33	0
920924370	40.22	0	43.08	0
920924430	43.82	0	42.63	0
920924490	33.97	0	40.45	0
920924550	35.58	0	39.0	0
920924610	27.37	0	36.34	0
920924670	43.68	0	37.66	1
920924730	47.98	0	39.44	1
920924790	43.65	0	40.21	0
920924850	52.68	0	42.56	1
920924910	46.55	0	43.56	0
920924970	57.4	0	46.44	1
920925030	55.68	0	48.7	1
920925090	58.47	0	51.25	1
920925150	38.77	0	49.77	0
920925210	25.82	0	45.87	0
920925270	43.78	0	45.28	0
920925330	71.17	0	49.66	1
920925390	56.15	0	50.89	1
920925450	53.4	0	51.39	0
920925510	53.03	0	51.81	0
920925570	41.6	0	50.03	0
920925630	47.17	0	49.55	0
920925690	42.93	0	48.46	0
920925750	48.78	0	48.72	0
920925810	33.0	0	45.92	0
920925870	38.0	0	43.9	0
920925930	66.92	0	47.25	1
920925990	46.22	0	46.9	0
920926050	26.85	0	43.22	0
920926110	77.9	0	49.3	1
920926170	34.37	0	47.02	0
920926230	40.07	0	45.9	0
920926290	44.67	0	45.75	0
920926350	67.8	0	49.77	1
920926410	42.07	0	48.77	0
920926470	49.58	0	48.97	0
920926530	53.98	0	49.76	0
920926590	77.3	1	55.02	1
920926650	29.63	0	51.05	0
920926710	38.8	0	48.7	0
920926770	33.17	0	46.03	0
920926830	29.75	0	42.77	0
920926890	43.07	0	42.11	0
920926950	50.95	0	42.92	1
920927010	46.92	0	43.3	0
920927070	35.53	0	41.52	0
920927130	47.85	0	42.24	1
920927190	30.85	0	39.97	0
920927250	65.6	0	44.87	1
920927310	73.13	0	50.49	1
920927370	51.45	0	51.54	0
920927430	56.88	0	53.24	0
920927490	31.55	0	49.85	0
920927550	44.07	0	48.94	0
920927610	48.28	0	48.92	0
920927670	38.98	0	47.18	0
920927730	47.32	0	46.9	0
920927790	66.65	0	50.15	1
920927850	39.05	0	47.72	0
920927910	35.88	0	45.2	0
920927970	41.02	0	44.29	0
920928030	53.05	0	45.76	1
920928090	39.25	0	44.79	0
920928150	44.12	0	44.57	0
920928210	42.85	0	44.11	0
920928270	47.8	0	44.66	0
920928330	34.33	0	42.59	0
920928390	34.32	0	40.76	0
920928450	40.63	0	40.66	0
920928510	32.45	0	39.04	0
920928570	26.0	0	36.32	0
920928630	26.25	0	33.91	0
920928690	18.05	0	30.51	0
920928750	32.3	0	30.07	0
920928810	43.48	0	31.89	1
920928870	39.48	0	32.96	1
920928930	32.87	0	32.99	0
920928990	38.75	0	34.11	1
920929050	57.13	0	38.49	1
920929110	28.9	0	37.44	0
920929170	42.07	0	38.85	0
920929230	51.05	0	41.6	1
920929290	74.32	0	48.13	1
920929350	39.88	0	47.38	0
920929410	48.62	0	48.07	0
920929470	52.83	0	49.44	0
920929530	43.43	0	48.86	0
920929590	33.85	0	46.34	0
920929650	39.38	0	44.91	0
920929710	45.67	0	44.96	0
920929770	34.18	0	42.61	0
920929830	28.58	0	39.38	0
920929890	28.95	0	36.63	0
920929950	38.13	0	36.38	0
920930010	36.93	0	35.93	0
920930070	45.23	0	37.21	1
920930130	23.47	0	34.67	0
920930190	41.53	0	35.78	1
920930250	45.93	0	37.55	1
920930310	22.48	0	34.94	0
920930370	28.0	0	33.75	0
920930430	29.22	0	32.89	0
920930490	35.85	0	33.23	0
920930550	37.17	0	33.68	1
920930610	32.93	0	33.38	0
920930670	36.45	0	33.8	0
920930730	47.35	0	36.35	1
920930790	22.37	0	33.93	0
920930850	36.5	0	34.42	0
920930910	38.77	0	35.5	0
920930970	60.25	0	40.19	1
920931030	54.5	0	43.25	1
920931090	47.95	0	44.65	0
920931150	81.25	0	51.9	1
920931210	38.58	0	50.58	0
920931270	39.5	0	49.32	0
920931330	45.02	0	49.02	0
920931390	27.03	0	45.48	0
920931450	24.28	0	41.36	0
920931510	42.72	0	40.82	0
920931570	19.2	0	35.93	0
920931630	17.65	0	31.5	0
920931690	17.65	0	27.74	0
920931750	33.52	0	27.42	1
920931810	36.9	0	28.58	1
920931870	26.45	0	27.87	0
920931930	29.22	0	27.91	0
920931990	32.25	1	28.78	1
920932050	30.65	0	29.26	0
920932110	24.12	0	28.44	0
920932170	39.0	0	30.67	1
920932230	17.72	0	28.66	0
920932290	28.25	0	28.57	0
920932350	39.5	0	30.34	1
920932410	45.3	0	33.04	1
920932470	53.02	0	37.0	1
920932530	27.0	0	35.75	0
920932590	19.97	0	33.25	0
920932650	27.6	0	32.37	0
920932710	9.88	0	28.32	0
920932770	20.53	0	26.47	0
920932830	10.58	0	23.14	0
920932890	6.2	0	19.15	0
920932950	13.53	0	16.89	0
920933010	19.35	0	16.16	1
920933070	20.02	0	16.03	1
920933130	12.5	0	15.12	0
920933190	11.93	0	14.38	0
920933250	11.37	0	13.68	0
920933310	17.03	0	14.31	1
920933370	14.33	0	14.31	0
920933430	6.98	0	13.09	0
920933490	13.72	0	13.16	0
920933550	12.67	0	12.91	0
920933610	20.18	0	14.03	1
920933670	24.2	0	15.88	1
920933730	19.87	0	16.85	1
920933790	41.83	0	21.69	1
920933850	13.58	0	20.85	0
920933910	3.35	0	18.1	0
920933970	7.38	0	16.34	0
920934030	7.73	0	14.77	0
920934090	5.92	0	12.85	0
920934150	2.58	0	10.47	0
920934210	2.23	0	8.21	0
920934270	7.72	0	7.28	0
920934330	2.82	0	5.75	0
920934390	4.28	0	4.8	0
920934450	12.72	0	6.07	1
920934510	13.05	0	7.41	1
920934570	4.77	0	7.07	0
920934630	7.22	0	7.22	0
920934690	4.12	0	6.82	0
920934750	8.77	0	7.29	1
920934810	5.42	0	7.05	0
920934870	40.28	0	13.08	1
920934930	12.78	0	13.52	0
920934990	4.07	0	12.2	0
920935050	7.52	0	11.51	0
920935110	6.1	0	10.66	0
920935170	8.95	0	10.45	0
920935230	1.67	0	8.84	0
920935290	3.57	0	7.67	0
920935350	1.5	0	6.14	0
920935410	10.12	0	6.31	1
920935470	1.12	0	4.76	0
920935530	5.9	0	4.79	1
920935590	6.57	0	5.07	1
920935650	6.92	0	5.36	1
920935710	11.63	0	6.52	1
920935770	2.52	0	5.93	0
920935830	6.35	0	6.15	0
920935890	8.07	0	6.59	1
920935950	2.43	0	5.93	0
920936010	6.65	0	6.02	1
920936070	8.42	0	6.49	1
920936130	13.08	0	7.68	1
920936190	1.75	0	6.68	0
920936250	2.98	0	5.99	0
920936310	0.58	0	4.93	0
920936370	3.4	0	4.59	0
920936430	5.45	0	4.6	1
920936490	2.73	0	4.14	0
920936550	8.13	0	4.75	1
920936610	7.12	0	5.08	1
920936670	11.68	0	6.23	1
920936730	14.27	0	7.79	1
920936790	11.27	0	8.78	1
920936850	11.62	0	9.66	1
920936910	9.03	0	9.92	0
920936970	15.03	0	11.11	1
920937030	13.17	0	11.76	1
920937090	16.28	0	12.82	1
920937150	9.15	0	12.35	0
920937210	11.6	0	12.3	0
920937270	2.25	0	10.47	0
920937330	7.68	0	9.8	0
920937390	2.83	0	8.37	0
920937450	3.92	0	7.29	0
920937510	6.83	0	6.88	0
920937570	5.02	0	6.18	0
920937630	1.83	0	5.08	0
920937690	1.22	0	4.08	0
920937750	13.43	0	5.57	1
920937810	6.37	0	5.69	1
920937870	6.25	0	5.9	0
920937930	5.03	0	5.8	0
920937990	1.4	0	5.1	0
920938050	0.92	0	4.33	0
920938110	1.47	1	3.72	0
920938170	11.85	0	5.1	1
920938230	2.45	0	4.64	0
920938290	4.33	0	4.51	0
920938350	2.22	0	3.94	0
920938410	1.75	0	3.49	0
920938470	5.98	0	3.89	1
920938530	0.55	0	3.31	0
920938590	2.75	0	3.21	0
920938650	1.28	0	2.82	0
920938710	3.65	0	2.86	1
920938770	7.9	0	3.62	1
920938830	0.88	0	3.19	0
920938890	7.15	0	3.92	1
920938950	1.78	0	3.62	0
920939010	2.7	0	3.5	0
920939070	0.57	0	2.97	0
920939130	20.13	0	6.1	1
920939190	17.13	0	8.33	1
920939250	0.62	0	7.29	0
920939310	4.92	0	7.05	0
920939370	4.82	0	6.77	0
920939430	4.92	0	6.56	0
920939490	8.37	0	6.9	1
920939550	4.42	0	6.51	0
920939610	0.63	0	5.38	0
920939670	5.95	0	5.25	1
920939730	4.65	0	4.79	0
920939790	1.0	0	3.94	0
920939850	0.82	0	3.36	0
920939910	1.88	0	2.96	0
920939970	1.13	0	2.49	0
920940030	0.57	0	1.98	0
920940090	0.53	0	1.54	0
920940150	1.7	0	1.46	1
920940210	0.67	0	1.24	0
920940270	0.57	0	1.0	0
920940330	1.4	0	1.0	1
920940390	4.9	0	1.71	1
920940450	0.57	0	1.55	0
920940510	3.23	0	1.89	1
920940570	1.07	0	1.81	0
920940630	0.88	0	1.69	0
920940690	0.85	0	1.56	0
920940750	0.53	0	1.37	0
920940810	1.4	0	1.36	0
920940870	3.17	0	1.65	1
920940930	0.63	0	1.44	0
920940990	2.77	0	1.63	1
920941050	3.7	0	2.03	1
920941110	2.18	0	2.09	0
920941170	1.07	0	1.98	0
920941230	0.38	0	1.73	0
920941290	7.78	0	2.84	1
920941350	10.93	0	4.4	1
920941410	13.05	0	6.16	1
920941470	13.68	0	7.81	1
920941530	17.95	0	10.06	1
920941590	3.92	0	9.43	0
920941650	0.58	0	8.18	0
920941710	0.53	0	6.98	0
920941770	4.33	0	6.49	0
920941830	0.53	0	5.26	0
920941890	0.53	0	4.02	0
920941950	0.77	0	2.96	0
920942010	0.57	0	2.05	0
920942070	0.68	0	1.39	0
920942130	0.57	0	0.94	0
920942190	0.4	0	0.77	0
920942250	0.57	0	0.71	0
920942310	0.45	0	0.61	0
920942370	0.82	0	0.59	1
920942430	0.58	0	0.59	0
920942490	0.97	0	0.66	1
920942550	0.42	0	0.62	0
920942610	3.9	0	1.22	1
920942670	0.5	0	1.14	0
920942730	0.58	0	1.08	0
920942790	0.55	0	1.01	0
920942850	0.5	0	0.93	0
920942910	0.85	0	0.92	0
920942970	0.98	0	0.92	0
920943030	0.58	0	0.85	0
920943090	0.52	0	0.76	0
920943150	0.6	0	0.7	0
920943210	0.83	0	0.68	1
920943270	5.15	0	1.5	1
920943330	1.13	0	1.5	0
920943390	0.42	0	1.36	0
920943450	0.63	0	1.27	0
920943510	0.48	0	1.14	0
920943570	0.52	0	1.03	0
920943630	0.55	0	0.93	0
920943690	0.63	0	0.85	0
920943750	0.4	0	0.73	0
920943810	0.65	0	0.65	0
920943870	0.42	0	0.53	0
920943930	0.95	0	0.6	1
920943990	1.18	0	0.71	1
920944050	0.58	0	0.7	0
920944110	0.43	0	0.66	0
920944170	6.42	0	1.72	1
920944230	0.8	0	1.64	0
920944290	0.67	0	1.53	0
920944350	0.45	0	1.39	0
920944410	0.47	0	1.25	0
920944470	3.0	0	1.57	1
920944530	0.57	0	1.4	0
920944590	0.42	0	1.21	0
920944650	1.9	0	1.3	1
920944710	5.33	0	2.0	1
920944770	0.58	0	1.74	0
920944830	0.53	0	1.58	0
920944890	0.57	0	1.43	0
920944950	0.43	0	1.26	0
920945010	0.6	0	1.11	0
920945070	0.48	0	0.95	0
920945130	0.87	0	0.9	0
920945190	0.82	0	0.83	0
920945250	0.68	0	0.74	0
920945310	0.42	0	0.62	0
920945370	0.52	0	0.6	0
920945430	0.48	0	0.58	0
920945490	0.5	0	0.57	0
920945550	0.82	0	0.61	1
920945610	0.53	0	0.59	0
920945670	0.42	0	0.56	0
920945730	0.43	0	0.53	0
920945790	0.58	0	0.53	0
920945850	0.72	0	0.56	1
920945910	0.58	0	0.57	0
920945970	0.57	0	0.57	0
920946030	0.48	0	0.56	0
920946090	0.57	0	0.56	0
920946150	0.45	0	0.54	0
920946210	0.58	0	0.55	0
920946270	0.45	0	0.53	0
920946330	0.53	0	0.53	0
920946390	0.45	0	0.51	0
920946450	0.58	0	0.52	1
920946510	0.45	0	0.5	0
920946570	0.63	0	0.52	1
920946630	0.42	0	0.51	0
920946690	0.4	0	0.49	0
920946750	0.47	0	0.48	0
920946810	0.53	0	0.49	0
920946870	5.1	0	1.33	1
920946930	1.1	0	1.35	0
920946990	0.53	0	1.27	0
920947050	0.85	0	1.23	0
920947110	0.53	0	1.14	0
920947170	0.55	0	1.05	0
920947230	0.42	0	0.93	0
920947290	0.57	0	0.85	0
920947350	0.55	0	0.75	0
920947410	0.5	0	0.65	0
920947470	0.43	0	0.53	0
920947530	0.53	0	0.52	0
920947590	0.45	0	0.5	0
920947650	0.62	0	0.52	1
920947710	0.5	0	0.51	0
920947770	0.52	0	0.52	0
920947830	0.45	0	0.5	0
920947890	0.65	0	0.53	1
920947950	0.38	0	0.5	0
920948010	0.57	0	0.52	0
920948070	0.47	0	0.51	0
920948130	0.63	0	0.53	1
920948190	0.5	0	0.53	0
920948250	0.6	0	0.54	1
920948310	0.45	0	0.52	0
920948370	0.53	0	0.53	0
920948430	0.57	0	0.53	0
920948490	0.5	0	0.53	0
920948550	0.72	0	0.56	1
920948610	0.52	0	0.56	0
920948670	0.48	0	0.55	0
920948730	0.63	0	0.56	1
920948790	0.48	0	0.55	0
920948850	0.6	0	0.56	0
920948910	0.42	0	0.53	0
920948970	0.58	0	0.54	0
920949030	0.42	0	0.52	0
920949090	0.53	0	0.52	0
920949150	0.53	0	0.51	0
920949210	0.57	0	0.52	0
920949270	0.38	0	0.5	0
920949330	0.53	0	0.5	0
920949390	0.47	0	0.49	0
920949450	0.62	0	0.52	1
920949510	0.63	0	0.54	1
920949570	0.47	0	0.53	0
920949630	0.45	0	0.52	0
920949690	0.55	0	0.52	0
920949750	0.48	0	0.51	0
920949810	0.5	0	0.51	0
920949870	0.55	0	0.52	0
920949930	0.48	0	0.51	0
920949990	0.52	0	0.51	0
920950050	0.87	0	0.57	1
920950110	0.43	0	0.55	0
920950170	0.5	0	0.55	0
920950230	0.45	0	0.53	0
